seqid	source	exon_type	start	end	length	homology	GC	strand	phase	attributes	substring
LON_SL+_GGOE01021157.1	+	intron	8683	8805	123	0.0	60.98	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	8806	9089	284	100.0	63.03	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	9090	9349	260	0.0	63.85	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	9350	9447	98	100.0	61.22	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	9448	9579	132	0.0	59.85	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	9580	9696	117	100.0	74.36	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	9697	9939	243	0.0	54.73	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	9940	10140	201	100.0	68.66	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	10141	10331	191	0.0	52.36	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	10332	10506	175	100.0	61.71	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	10507	10719	213	0.0	60.09	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	10720	10776	57	100.0	61.4	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	10777	10918	142	0.0	57.75	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	10919	11070	152	100.0	69.08	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	11071	11856	786	0.0	53.31	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	11857	11977	121	100.0	71.9	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021177.1	+	fine	473	555	83	100.0	59.04	+	.	LON_OG0031352	substring_1
LON_SL+_GGOE01021177.1	+	intron	556	1068	513	0.0	54.19	+	.	LON_OG0031352	substring_1
LON_SL+_GGOE01021177.1	+	fine	1069	1264	196	100.0	55.61	+	.	LON_OG0031352	substring_1
LON_SL+_GGOE01021259.1	+	fine	16917	17104	188	100.0	70.74	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	intron	17105	17571	467	0.0	51.61	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	fine	17572	17635	64	100.0	56.25	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	intron	17636	17781	146	0.0	48.63	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	fine	17782	17969	188	100.0	62.77	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	intron	17970	18129	160	0.0	46.88	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	fine	18130	18260	131	100.0	61.07	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	intron	18261	18979	719	0.0	53.96	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	fine	18980	19062	83	100.0	56.63	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	intron	19063	19193	131	0.0	54.96	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	fine	19194	19244	51	100.0	58.82	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	intron	19245	19496	252	0.0	51.19	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	fine	19497	19552	56	100.0	55.36	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	intron	19553	20011	459	0.0	48.15	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	fine	20012	20189	178	100.0	64.61	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	intron	20190	20887	698	0.0	46.13	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01021259.1	+	fine	20888	21064	177	98.87	59.89	+	.	LON_OG0031357	substring_1
LON_SL+_GGOE01022336.1	+	fine	200	338	139	100.0	71.94	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	intron	339	650	312	0.0	57.37	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	fine	651	728	78	100.0	55.13	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	intron	729	8329	7601	0.0	54.89	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	fine	8330	8582	253	100.0	68.77	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	intron	8583	8888	306	0.0	56.86	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	fine	8889	9137	249	100.0	65.06	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	intron	9138	9378	241	0.0	58.51	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	fine	9379	9438	60	100.0	61.67	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	intron	9439	9574	136	0.0	58.09	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	fine	9575	9720	146	100.0	60.27	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	intron	9721	9826	106	0.0	59.43	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	fine	9827	9851	25	100.0	64.0	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	intron	9852	10156	305	0.0	52.46	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	fine	10157	10248	92	100.0	64.13	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	intron	10249	10911	663	0.0	52.94	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	fine	10912	11092	181	100.0	56.91	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	intron	11093	11512	420	0.0	50.24	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	fine	11513	11560	48	100.0	62.5	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	intron	11561	11841	281	0.0	49.82	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01022336.1	+	fine	11842	12072	231	100.0	50.65	+	.	LON_OG0031383	substring_1
LON_SL+_GGOE01023033.1	+	fine	199	300	102	99.02	68.63	+	.	LON_OG0031395	substring_1
LON_SL+_GGOE01023033.1	+	intron	301	618	318	0.0	58.18	+	.	LON_OG0031395	substring_1
LON_SL+_GGOE01023033.1	+	fine	619	752	134	100.0	59.7	+	.	LON_OG0031395	substring_1
LON_SL+_GGOE01023033.1	+	intron	753	869	117	0.0	60.68	+	.	LON_OG0031395	substring_1
LON_SL+_GGOE01023033.1	+	fine	870	1012	143	100.0	62.24	+	.	LON_OG0031395	substring_1
LON_SL+_GGOE01023033.1	+	intron	1013	3485	2473	0.0	46.7	+	.	LON_OG0031395	substring_1
LON_SL+_GGOE01023033.1	+	fine	3486	3618	133	100.0	60.9	+	.	LON_OG0031395	substring_1
LON_SL+_GGOE01023033.1	+	intron	3619	4649	1031	0.0	53.73	+	.	LON_OG0031395	substring_1
LON_SL+_GGOE01023033.1	+	fine	4650	4780	131	100.0	64.12	+	.	LON_OG0031395	substring_1
LON_SL+_GGOE01023033.1	+	intron	4781	5921	1141	0.0	54.34	+	.	LON_OG0031395	substring_1
LON_SL+_GGOE01023033.1	+	fine	5922	6091	170	99.41	64.12	+	.	LON_OG0031395	substring_1
LON_SL+_GGOE01023493.1	+	fine	203	289	87	100.0	55.17	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	290	420	131	0.0	41.98	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	421	599	179	100.0	67.6	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	600	867	268	0.0	41.79	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	868	929	62	100.0	54.84	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	930	1362	433	0.0	50.81	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	1363	1416	54	100.0	66.67	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	1417	2205	789	0.0	52.6	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	2206	2308	103	100.0	67.96	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	2309	3052	744	0.0	50.81	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	3053	3189	137	100.0	65.69	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	3190	4944	1755	0.0	52.99	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	4945	5020	76	100.0	60.53	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	5021	6005	985	0.0	51.78	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	6006	6095	90	100.0	60.0	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	6096	6804	709	0.0	49.65	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	6805	6826	22	100.0	50.0	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	6827	7054	228	0.0	52.63	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	7055	7174	120	100.0	61.67	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	7175	7252	78	0.0	47.44	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	7253	7384	132	100.0	68.18	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	7385	7889	505	0.0	53.07	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	7890	7920	31	100.0	61.29	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	7921	8326	406	0.0	60.1	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	8327	8454	128	100.0	70.31	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	8455	9020	566	0.0	54.59	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	9021	9069	49	100.0	67.35	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	9070	9280	211	0.0	45.97	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	9281	9375	95	100.0	64.21	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	intron	9376	9469	94	0.0	59.57	+	.	LON_OG0031402	substring_1
LON_SL+_GGOE01023493.1	+	fine	9470	9517	48	97.92	60.42	+	.	LON_OG0031402	substring_1
LON_SL-_GGOE01033760.1	-	fine	200	273	74	100.0	63.51	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	274	1745	1472	0.0	48.98	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	1746	1889	144	100.0	65.28	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	1890	5141	3252	0.0	50.92	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	5142	5320	179	100.0	59.22	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	5321	17973	12653	0.0	56.03	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	17974	18045	72	100.0	68.06	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	18046	19242	1197	0.0	46.28	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	19243	19359	117	99.15	56.41	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	19360	20311	952	0.0	52.73	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	20312	20430	119	97.48	57.14	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	20431	20815	385	0.0	46.23	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	20816	20959	144	100.0	54.17	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	20960	21014	55	0.0	70.91	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	21015	21058	44	97.73	52.27	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	21059	22881	1823	0.0	47.01	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	22882	23028	147	100.0	55.78	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	23029	23264	236	0.0	51.69	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	23265	23306	42	100.0	61.9	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	23307	23804	498	0.0	51.0	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	23805	23979	175	100.0	61.14	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	23980	24987	1008	0.0	51.09	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	24988	25170	183	100.0	57.38	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	25171	25633	463	0.0	54.21	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	25634	25667	34	100.0	52.94	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	25668	25867	200	0.0	52.5	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	25868	26226	359	100.0	65.74	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	26227	26694	468	0.0	57.26	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	26695	26783	89	100.0	61.8	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	intron	26784	27585	802	0.0	48.13	-	.	LON_OG0031496	substring_1
LON_SL-_GGOE01033760.1	-	fine	27586	27722	137	100.0	54.74	-	.	LON_OG0031496	substring_1
LON_SL+_GGOE01035582.1	+	fine	196	300	105	95.24	51.43	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	intron	301	1024	724	0.0	50.55	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	fine	1025	1117	93	100.0	58.06	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	intron	1118	1493	376	0.0	62.23	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	fine	1494	1611	118	100.0	65.25	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	intron	1612	1922	311	0.0	61.74	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	fine	1923	1970	48	100.0	54.17	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	intron	1971	3628	1658	0.0	45.36	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	fine	3629	3699	71	100.0	63.38	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	intron	3700	3851	152	0.0	59.87	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	fine	3852	3934	83	100.0	59.04	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	intron	3935	4505	571	0.0	53.06	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	fine	4506	4587	82	100.0	64.63	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	intron	4588	4762	175	0.0	67.43	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	fine	4763	4829	67	100.0	59.7	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	intron	4830	5204	375	0.0	62.93	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	fine	5205	5351	147	100.0	65.31	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	intron	5352	5944	593	0.0	52.28	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	fine	5945	5991	47	100.0	59.57	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	intron	5992	7011	1020	0.0	49.02	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	fine	7012	7112	101	100.0	57.43	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	intron	7113	7344	232	0.0	51.29	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	fine	7345	7423	79	100.0	58.23	+	.	LON_OG0031507	substring_1
LON_SL+_GGOE01035582.1	+	fine	8349	8395	47	100.0	61.7	+	.	LON_OG0031507	substring_2
LON_SL+_GGOE01035582.1	+	intron	8396	8957	562	0.0	26.69	+	.	LON_OG0031507	substring_2
LON_SL+_GGOE01035582.1	+	fine	8958	9003	46	100.0	54.35	+	.	LON_OG0031507	substring_2
LON_SL+_GGOE01035582.1	+	intron	9004	9143	140	0.0	55.71	+	.	LON_OG0031507	substring_2
LON_SL+_GGOE01035582.1	+	fine	9144	9192	49	100.0	53.06	+	.	LON_OG0031507	substring_2
LON_SL+_GGOE01035582.1	+	intron	9193	9494	302	0.0	60.6	+	.	LON_OG0031507	substring_2
LON_SL+_GGOE01035582.1	+	fine	9495	9588	94	100.0	65.96	+	.	LON_OG0031507	substring_2
LON_SL+_GGOE01035582.1	+	intron	9589	9932	344	0.0	60.76	+	.	LON_OG0031507	substring_2
LON_SL+_GGOE01035582.1	+	fine	9933	10085	153	100.0	66.67	+	.	LON_OG0031507	substring_2
LON_SL-_GGOE01035888.1	-	fine	998	1137	140	100.0	69.29	-	.	LON_OG0031512	substring_1
LON_SL-_GGOE01035888.1	-	intron	1138	1741	604	0.0	58.28	-	.	LON_OG0031512	substring_1
LON_SL-_GGOE01035888.1	-	fine	1742	1936	195	100.0	51.28	-	.	LON_OG0031512	substring_1
LON_SL-_GGOE01035888.1	-	intron	1937	2274	338	0.0	58.88	-	.	LON_OG0031512	substring_1
LON_SL-_GGOE01035888.1	-	fine	2275	2378	104	100.0	58.65	-	.	LON_OG0031512	substring_1
LON_SL-_GGOE01035888.1	-	intron	2379	2617	239	0.0	56.49	-	.	LON_OG0031512	substring_1
LON_SL-_GGOE01035888.1	-	fine	2618	2806	189	100.0	61.9	-	.	LON_OG0031512	substring_1
LON_SL-_GGOE01035888.1	-	intron	2807	3435	629	0.0	49.6	-	.	LON_OG0031512	substring_1
LON_SL-_GGOE01035888.1	-	fine	3436	3554	119	100.0	47.9	-	.	LON_OG0031512	substring_1
LON_SL-_GGOE01035888.1	-	intron	3555	4231	677	0.0	50.22	-	.	LON_OG0031512	substring_1
LON_SL-_GGOE01035888.1	-	fine	4232	4377	146	100.0	57.53	-	.	LON_OG0031512	substring_1
LON_SL-_GGOE01035888.1	-	intron	4378	4659	282	0.0	48.23	-	.	LON_OG0031512	substring_1
LON_SL-_GGOE01035888.1	-	fine	4660	4778	119	100.0	47.9	-	.	LON_OG0031512	substring_1
LON_SL+_GGOE01036038.1	+	fine	198	1046	849	99.29	54.18	+	.	LON_OG0031516	substring_1
LON_SL+_GGOE01036038.1	+	intron	1047	1088	42	0.0	50.0	+	.	LON_OG0031516	substring_1
LON_SL+_GGOE01036038.1	+	fine	1089	1312	224	100.0	53.57	+	.	LON_OG0031516	substring_1
LON_SL+_GGOE01036038.1	+	intron	1313	1371	59	0.0	42.37	+	.	LON_OG0031516	substring_1
LON_SL+_GGOE01036038.1	+	fine	1372	1446	75	100.0	52.0	+	.	LON_OG0031516	substring_1
LON_SL+_GGOE01036038.1	+	intron	1447	1508	62	0.0	50.0	+	.	LON_OG0031516	substring_1
LON_SL+_GGOE01036038.1	+	fine	1509	1691	183	100.0	53.55	+	.	LON_OG0031516	substring_1
LON_SL+_GGOE01036038.1	+	intron	1692	1762	71	0.0	46.48	+	.	LON_OG0031516	substring_1
LON_SL+_GGOE01036038.1	+	fine	1763	1886	124	100.0	44.35	+	.	LON_OG0031516	substring_1
LON_SL+_GGOE01036043.1	+	fine	200	629	430	100.0	47.91	+	.	LON_OG0031519	substring_1
LON_SL+_GGOE01036043.1	+	intron	630	775	146	0.0	45.89	+	.	LON_OG0031519	substring_1
LON_SL+_GGOE01036043.1	+	fine	776	1145	370	100.0	50.81	+	.	LON_OG0031519	substring_1
LON_SL+_GGOE01036054.1	+	fine	200	298	99	100.0	47.47	+	.	LON_OG0031522	substring_1
LON_SL+_GGOE01036054.1	+	intron	299	374	76	0.0	43.42	+	.	LON_OG0031522	substring_1
LON_SL+_GGOE01036054.1	+	fine	375	455	81	100.0	43.21	+	.	LON_OG0031522	substring_1
LON_SL+_GGOE01036054.1	+	intron	456	653	198	0.0	40.91	+	.	LON_OG0031522	substring_1
LON_SL+_GGOE01036054.1	+	fine	654	737	84	100.0	47.62	+	.	LON_OG0031522	substring_1
LON_SL+_GGOE01036054.1	+	intron	738	1850	1113	0.0	50.13	+	.	LON_OG0031522	substring_1
LON_SL+_GGOE01036054.1	+	fine	1851	1925	75	100.0	53.33	+	.	LON_OG0031522	substring_1
LON_SL+_GGOE01036054.1	+	intron	1926	2094	169	0.0	50.3	+	.	LON_OG0031522	substring_1
LON_SL+_GGOE01036054.1	+	fine	2095	2177	83	100.0	53.01	+	.	LON_OG0031522	substring_1
LON_SL+_GGOE01036054.1	+	intron	2178	2570	393	0.0	46.31	+	.	LON_OG0031522	substring_1
LON_SL+_GGOE01036054.1	+	fine	2571	2759	189	97.35	49.74	+	.	LON_OG0031522	substring_1
LON_SL+_GGOE01036089.1	+	fine	200	384	185	100.0	57.84	+	.	LON_OG0031527	substring_1
LON_SL+_GGOE01036089.1	+	intron	385	1441	1057	0.0	51.28	+	.	LON_OG0031527	substring_1
LON_SL+_GGOE01036089.1	+	fine	1442	1657	216	100.0	59.72	+	.	LON_OG0031527	substring_1
LON_SL+_GGOE01036089.1	+	intron	1658	2567	910	0.0	44.62	+	.	LON_OG0031527	substring_1
LON_SL+_GGOE01036089.1	+	fine	2568	2750	183	100.0	54.1	+	.	LON_OG0031527	substring_1
LON_SL+_GGOE01036089.1	+	intron	2751	3281	531	0.0	46.7	+	.	LON_OG0031527	substring_1
LON_SL+_GGOE01036089.1	+	fine	3282	3426	145	99.31	48.97	+	.	LON_OG0031527	substring_1
LON_SL+_GGOE01036094.1	+	fine	200	354	155	100.0	61.29	+	.	LON_OG0031529	substring_1
LON_SL+_GGOE01036094.1	+	intron	355	583	229	0.0	54.15	+	.	LON_OG0031529	substring_1
LON_SL+_GGOE01036094.1	+	fine	584	700	117	100.0	59.83	+	.	LON_OG0031529	substring_1
LON_SL+_GGOE01036094.1	+	intron	701	1259	559	0.0	49.19	+	.	LON_OG0031529	substring_1
LON_SL+_GGOE01036094.1	+	fine	1260	1398	139	96.4	52.52	+	.	LON_OG0031529	substring_1
LON_SL+_GGOE01036120.1	+	fine	909	1015	107	100.0	56.07	+	.	LON_OG0031534	substring_1
LON_SL+_GGOE01036120.1	+	intron	1016	1261	246	0.0	51.22	+	.	LON_OG0031534	substring_1
LON_SL+_GGOE01036120.1	+	fine	1262	1305	44	100.0	56.82	+	.	LON_OG0031534	substring_1
LON_SL+_GGOE01036120.1	+	intron	1306	1561	256	0.0	48.44	+	.	LON_OG0031534	substring_1
LON_SL+_GGOE01036120.1	+	fine	1562	1685	124	100.0	54.84	+	.	LON_OG0031534	substring_1
LON_SL+_GGOE01036120.1	+	intron	1686	3188	1503	0.0	48.1	+	.	LON_OG0031534	substring_1
LON_SL+_GGOE01036120.1	+	fine	3189	3288	100	100.0	50.0	+	.	LON_OG0031534	substring_1
LON_SL+_GGOE01036120.1	+	intron	3289	4889	1601	0.0	51.78	+	.	LON_OG0031534	substring_1
LON_SL+_GGOE01036120.1	+	fine	4890	4968	79	100.0	62.03	+	.	LON_OG0031534	substring_1
LON_SL+_GGOE01036120.1	+	intron	4969	6268	1300	0.0	36.08	+	.	LON_OG0031534	substring_1
LON_SL+_GGOE01036120.1	+	fine	6269	6361	93	100.0	47.31	+	.	LON_OG0031534	substring_1
LON_SL+_GGOE01036120.1	+	intron	6362	7270	909	0.0	56.0	+	.	LON_OG0031534	substring_1
LON_SL+_GGOE01036120.1	+	fine	7271	7601	331	100.0	50.15	+	.	LON_OG0031534	substring_1
LON_SL-_GGOE01036146.1	-	fine	200	261	62	100.0	50.0	-	.	LON_OG0031541	substring_1
LON_SL-_GGOE01036146.1	-	intron	262	303	42	0.0	30.95	-	.	LON_OG0031541	substring_1
LON_SL-_GGOE01036146.1	-	fine	304	573	270	100.0	40.74	-	.	LON_OG0031541	substring_1
LON_SL-_GGOE01036146.1	-	intron	574	622	49	0.0	30.61	-	.	LON_OG0031541	substring_1
LON_SL-_GGOE01036146.1	-	fine	623	670	48	100.0	43.75	-	.	LON_OG0031541	substring_1
LON_SL-_GGOE01036146.1	-	intron	671	714	44	0.0	36.36	-	.	LON_OG0031541	substring_1
LON_SL-_GGOE01036146.1	-	fine	715	929	215	100.0	49.3	-	.	LON_OG0031541	substring_1
LON_SL-_GGOE01036146.1	-	intron	930	976	47	0.0	38.3	-	.	LON_OG0031541	substring_1
LON_SL-_GGOE01036146.1	-	fine	977	1136	160	100.0	45.62	-	.	LON_OG0031541	substring_1
LON_SL-_GGOE01036146.1	-	intron	1137	1182	46	0.0	39.13	-	.	LON_OG0031541	substring_1
LON_SL-_GGOE01036146.1	-	fine	1183	1257	75	96.0	45.33	-	.	LON_OG0031541	substring_1
LON_SL+_GGOE01036150.1	+	fine	200	295	96	100.0	61.46	+	.	LON_OG0031542	substring_1
LON_SL+_GGOE01036150.1	+	intron	296	591	296	0.0	57.77	+	.	LON_OG0031542	substring_1
LON_SL+_GGOE01036150.1	+	fine	592	681	90	100.0	53.33	+	.	LON_OG0031542	substring_1
LON_SL+_GGOE01036162.1	+	fine	200	354	155	100.0	63.87	+	.	LON_OG0031544	substring_1
LON_SL+_GGOE01036162.1	+	intron	355	970	616	0.0	49.19	+	.	LON_OG0031544	substring_1
LON_SL+_GGOE01036162.1	+	fine	971	1053	83	100.0	53.01	+	.	LON_OG0031544	substring_1
LON_SL+_GGOE01036162.1	+	intron	1054	2055	1002	0.0	49.3	+	.	LON_OG0031544	substring_1
LON_SL+_GGOE01036162.1	+	fine	2056	2154	99	100.0	61.62	+	.	LON_OG0031544	substring_1
LON_SL+_GGOE01036162.1	+	intron	2155	2721	567	0.0	55.73	+	.	LON_OG0031544	substring_1
LON_SL+_GGOE01036162.1	+	fine	2722	2804	83	100.0	55.42	+	.	LON_OG0031544	substring_1
LON_SL+_GGOE01036162.1	+	intron	2805	3280	476	0.0	53.99	+	.	LON_OG0031544	substring_1
LON_SL+_GGOE01036162.1	+	fine	3281	3374	94	100.0	71.28	+	.	LON_OG0031544	substring_1
LON_SL+_GGOE01036162.1	+	intron	3375	3713	339	0.0	49.85	+	.	LON_OG0031544	substring_1
LON_SL+_GGOE01036162.1	+	fine	3714	3752	39	100.0	58.97	+	.	LON_OG0031544	substring_1
LON_SL+_GGOE01036162.1	+	intron	3753	4381	629	0.0	64.86	+	.	LON_OG0031544	substring_1
LON_SL+_GGOE01036162.1	+	fine	4382	4409	28	100.0	53.57	+	.	LON_OG0031544	substring_1
